qnum,topic,prompt,choices,answer_index,hint,explanation,difficulty_label,difficulty_level
494,화학물질·중독,일산화탄소 중독 의심 증상은?,"[""설사"",""두통 어지러움 메스꺼움 의식 혼란"",""발진"",""기침""]",1,뇌에 산소 공급이 부족해지는 증상입니다.,두통 어지러움 메스꺼움이 있고 다른 사람도 같으면 즉시 환기하고 대피하세요.,보통,2
495,화학물질·중독,약물 과다복용 시?,"[""잠을 재운다"",""119에 연락하고 의식을 확인한다"",""물을 먹인다"",""구토를 유발한다""]",1,약물 과다복용은 생명을 위협합니다.,약병을 가지고 119에 연락하고 의식과 호흡을 확인하세요.,보통,2
496,화학물질·중독,식물 중독을 예방하려면?,"[""모든 식물을 먹어본다"",""모르는 식물은 먹지 않는다"",""색이 예쁘면 안전하다"",""맛으로 판단한다""]",1,독성 식물은 외형으로 구분하기 어렵습니다.,확실히 아는 식물만 먹고 야생 버섯이나 식물은 먹지 마세요.,쉬움,1
497,화학물질·중독,표백제와 암모니아 세제를 섞으면?,"[""세척력이 좋아진다"",""유독가스가 발생해 매우 위험하다"",""안전하다"",""섞어서 써야 한다""]",1,화학 반응으로 유독가스가 생깁니다.,세제를 절대 섞지 말고 사용 후 환기하세요.,보통,2
498,화학물질·중독,화학물질이 피부에 묻었을 때?,"[""문지른다"",""다량의 물로 15분 이상 씻는다"",""마른 수건으로 닦는다"",""그냥 둔다""]",1,물로 희석하고 씻어내는 것이 중요합니다.,오염된 옷을 벗기고 흐르는 물로 15분 이상 씻으세요.,쉬움,1
499,화학물질·중독,아이가 의약품을 먹었을 때?,"[""잠을 재운다"",""약 이름을 확인하고 119나 병원에 연락"",""우유를 먹인다"",""그냥 둔다""]",1,약 종류와 양에 따라 위험성이 다릅니다.,먹은 약과 양을 확인하고 즉시 119나 독성센터에 연락하세요.,보통,2
500,화학물질·중독,살충제 중독 증상은?,"[""없다"",""침흘림 두통 어지러움 호흡곤란 경련"",""기침만"",""피부 가려움만""]",1,살충제는 신경계에 작용합니다.,살충제에 노출 후 위 증상이 있으면 즉시 병원에 가세요.,보통,2
501,화학물질·중독,가정에서 화학물질 보관법은?,"[""아이 손이 닿는 곳"",""원래 용기에 잠금장치가 있는 곳"",""음식 옆에"",""라벨을 떼고 보관""]",1,안전한 보관이 사고를 예방합니다.,화학물질은 원래 용기에 아이 손 닿지 않는 잠금장치 안에 보관하세요.,쉬움,1
502,화학물질·중독,버섯 중독의 위험성은?,"[""모든 버섯이 안전하다"",""독버섯은 치명적일 수 있다"",""익히면 안전하다"",""색으로 구분된다""]",1,독버섯은 외형으로 구분하기 어렵습니다.,야생 버섯은 전문가가 아니면 먹지 말고 증상이 나타나면 즉시 병원에 가세요.,보통,2
503,화학물질·중독,급성 알코올 중독 증상은?,"[""기분이 좋아진다"",""의식 저하 구토 저체온 호흡 저하"",""잠만 많이 잔다"",""증상이 없다""]",1,과음은 생명을 위협합니다.,의식이 흐리고 깨우기 어려우면 119에 연락하세요.,보통,2
504,화학물질·중독,급성 알코올 중독자를 눕힐 때?,"[""똑바로 눕힌다"",""옆으로 눕혀 기도를 확보한다"",""앉힌다"",""엎드리게 한다""]",1,구토물이 기도로 들어가는 것을 막습니다.,회복 자세(옆으로)로 눕히고 의식을 확인하며 지켜보세요.,쉬움,1
505,화학물질·중독,담배를 삼킨 아이는?,"[""그냥 둔다"",""입을 헹구고 병원에 연락한다"",""구토를 유발한다"",""우유를 먹인다""]",1,담배의 니코틴은 독성이 있습니다.,입안의 담배를 제거하고 병원이나 독성센터에 연락하세요.,보통,2
506,화학물질·중독,음식 중독 의심 시?,"[""설사약을 먹는다"",""수분을 보충하고 심하면 병원에 간다"",""모든 음식을 먹는다"",""운동을 한다""]",1,탈수 예방이 중요합니다.,수분과 전해질을 보충하고 증상이 심하거나 지속되면 병원에 가세요.,쉬움,1
507,화학물질·중독,유독가스 노출 시?,"[""그 자리에 있는다"",""신선한 공기가 있는 곳으로 대피한다"",""물을 뿌린다"",""창문만 연다""]",1,빨리 노출을 피하는 것이 중요합니다.,즉시 신선한 공기가 있는 곳으로 대피하고 119에 연락하세요.,쉬움,1
508,화학물질·중독,납 중독의 원인은?,"[""현대에는 없다"",""오래된 페인트 수도관 등"",""신선한 음식"",""물""]",1,납은 여전히 일부 환경에 존재합니다.,오래된 주택의 페인트나 수도관이 납 중독의 원인이 될 수 있습니다.,어려움,3
509,화학물질·중독,독성정보센터(중독센터) 전화번호 확인은?,"[""필요 없다"",""미리 알아두면 응급 시 도움된다"",""병원만 가면 된다"",""검색할 시간이 있다""]",1,응급 상황에서 빠른 상담이 필요합니다.,독성정보센터 번호를 저장해두고 중독 시 즉시 연락하세요.,쉬움,1
510,화학물질·중독,메탄올(공업용 알코올) 중독은?,"[""에탄올과 같다"",""실명과 사망을 유발할 수 있다"",""안전하다"",""소량은 괜찮다""]",1,메탄올은 매우 독성이 강합니다.,메탄올은 소량으로도 실명과 사망을 유발하니 절대 마시면 안 됩니다.,어려움,3
511,심혈관 응급,심장마비의 전형적 증상은?,"[""두통"",""가슴 중앙의 쥐어짜는 듯한 통증"",""복통"",""기침""]",1,심장마비는 가슴 통증이 특징입니다.,가슴 중앙의 압박감 쥐어짜는 통증이 팔이나 턱으로 퍼지면 심장마비 의심.,쉬움,1
512,심혈관 응급,심장마비 의심 시 가장 먼저 할 일은?,"[""물을 마신다"",""119에 신고한다"",""운동을 한다"",""잠을 잔다""]",1,빠른 치료가 생존율을 높입니다.,가슴 통증이 5분 이상 지속되면 즉시 119에 신고하세요.,쉬움,1
513,심혈관 응급,CPR(심폐소생술)의 기본 순서는?,"[""인공호흡 먼저"",""가슴압박 먼저"",""AED 먼저"",""물 먹이기""]",1,2010년 이후 가슴압박을 먼저 합니다.,의식과 호흡을 확인하고 없으면 가슴압박 30회 인공호흡 2회를 반복하세요.,쉬움,1
514,심혈관 응급,성인 가슴압박의 깊이와 속도는?,"[""가볍게 천천히"",""약 5cm 깊이로 분당 100-120회"",""최대한 세게"",""분당 60회""]",1,효과적인 압박이 혈액을 순환시킵니다.,가슴 중앙을 약 5cm 깊이로 분당 100-120회 속도로 누르세요.,보통,2
515,심혈관 응급,AED 사용법은?,"[""의료인만 사용"",""패드를 붙이고 기계 지시를 따른다"",""물에 젖어도 사용"",""심장에 직접 대기""]",1,AED는 일반인도 사용할 수 있습니다.,전원을 켜고 패드를 붙인 후 기계의 음성 지시를 따르세요.,쉬움,1
516,심혈관 응급,뇌졸중의 증상(FAST)은?,"[""두통만"",""얼굴 처짐 팔 힘 빠짐 발음 이상 시간"",""복통"",""다리만 저림""]",1,뇌졸중은 빠른 인지가 중요합니다.,얼굴 처짐 팔 힘 빠짐 발음 이상이 있으면 즉시 119에 신고하세요.,보통,2
517,심혈관 응급,뇌졸중 발생 시 골든타임은?,"[""24시간"",""3-4.5시간 이내"",""일주일"",""시간은 중요하지 않다""]",1,빠른 치료가 후유증을 줄입니다.,뇌졸중 증상 후 3시간 이내 치료를 받으면 회복 가능성이 높습니다.,보통,2
518,심혈관 응급,가슴압박 시 주의할 점은?,"[""손을 떼지 않는다"",""압박 후 완전히 이완시킨다"",""천천히 한다"",""한 손으로만 한다""]",1,이완해야 심장이 다시 채워집니다.,압박 후 가슴이 완전히 올라오도록 이완하고 중단을 최소화하세요.,보통,2
519,심혈관 응급,협심증과 심근경색의 차이는?,"[""같은 것이다"",""협심증은 휴식으로 좋아지고 심근경색은 지속된다"",""협심증이 더 심하다"",""증상이 다르다""]",1,협심증은 일시적 심근경색은 영구적 손상입니다.,휴식이나 니트로글리세린으로 안 좋아지면 심근경색 의심하세요.,어려움,3
520,심혈관 응급,고혈압 환자가 주의할 증상은?,"[""없다"",""심한 두통 흉통 호흡곤란"",""손톱색 변화"",""귀 가려움""]",1,고혈압 합병증의 신호입니다.,심한 두통 가슴 통증 호흡곤란이 있으면 병원에 가세요.,보통,2
521,심혈관 응급,저혈압으로 어지러울 때?,"[""빨리 일어난다"",""천천히 일어나고 수분을 섭취한다"",""운동을 한다"",""커피를 많이 마신다""]",1,급히 일어나면 더 어지럽습니다.,천천히 일어나고 증상이 심하면 앉거나 누워서 병원에 상담하세요.,쉬움,1
522,심혈관 응급,부정맥의 증상은?,"[""두통"",""두근거림 어지러움 실신"",""복통"",""기침""]",1,심장 박동이 불규칙한 것입니다.,심장이 불규칙하게 뛰거나 두근거림 어지러움이 있으면 검사를 받으세요.,보통,2
523,심혈관 응급,CPR 중 AED가 도착하면?,"[""CPR을 멈추지 않는다"",""CPR을 잠시 멈추고 AED를 사용한다"",""AED만 사용한다"",""AED를 무시한다""]",1,AED 분석과 제세동이 우선입니다.,AED 패드를 붙이고 기계가 분석하는 동안 지시를 따르세요.,보통,2
524,심혈관 응급,심장마비 환자에게 아스피린을?,"[""항상 준다"",""알레르기가 없으면 씹어서 복용하게 할 수 있다"",""절대 안 된다"",""물에 타서 준다""]",1,아스피린은 혈전을 억제합니다.,알레르기가 없고 의식이 있으면 아스피린 1알을 씹어 먹게 할 수 있습니다.,어려움,3
525,심혈관 응급,가슴 통증이 있을 때 운동을 해도 되나?,"[""운동으로 풀어야 한다"",""멈추고 휴식을 취하며 지속되면 119 신고"",""무시해도 된다"",""더 세게 운동한다""]",1,운동 중 가슴 통증은 위험 신호입니다.,운동 중 가슴 통증이 있으면 멈추고 쉬며 지속되면 응급 도움을 요청하세요.,쉬움,1
526,심혈관 응급,여성의 심장마비 증상은?,"[""남성과 같다"",""피로 메스꺼움 턱통증 등 비전형적일 수 있다"",""증상이 없다"",""팔 통증만""]",1,여성은 비전형적 증상이 많습니다.,여성은 가슴 통증 외에 피로 메스꺼움 등으로 나타날 수 있어 주의하세요.,어려움,3
527,심혈관 응급,심정지와 심장마비의 차이는?,"[""같은 것이다"",""심정지는 심장이 멈춤 심장마비는 혈류 차단"",""심장마비가 더 심하다"",""심정지는 위험하지 않다""]",1,두 상황 모두 위험하지만 정의가 다릅니다.,심정지는 심장이 멈춘 것 심장마비는 혈류가 막힌 것입니다.,어려움,3
528,심혈관 응급,운동 중 갑자기 쓰러진 사람은?,"[""깨울 때까지 기다린다"",""의식과 호흡을 확인하고 없으면 CPR 시작"",""물을 뿌린다"",""운동을 계속한다""]",1,급성 심정지일 수 있습니다.,의식과 호흡이 없으면 119 신고 후 즉시 CPR을 시작하세요.,쉬움,1
529,심혈관 응급,심혈관 질환 예방법은?,"[""예방할 수 없다"",""금연 운동 건강한 식단 체중 관리"",""흡연"",""과식""]",1,생활 습관이 심혈관 건강에 영향을 줍니다.,금연 규칙적 운동 건강한 식단 적정 체중이 심혈관 질환을 예방합니다.,쉬움,1
530,심혈관 응급,대동맥 박리의 증상은?,"[""가벼운 두통"",""갑작스러운 찢어지는 듯한 가슴이나 등 통증"",""복통"",""두통만""]",1,대동맥 박리는 응급 상황입니다.,갑자기 찢어지는 듯한 가슴이나 등 통증이 있으면 즉시 응급실로 가세요.,어려움,3
531,심혈관 응급,하지 정맥류의 위험성은?,"[""미용상 문제만"",""혈전이 생기면 폐색전증 위험이 있다"",""완전히 안전하다"",""운동하면 없어진다""]",1,정맥류는 합병증을 유발할 수 있습니다.,다리 통증 부종이 심하거나 혈전 징후가 있으면 병원에서 검사받으세요.,보통,2
532,심혈관 응급,CPR은 얼마나 계속해야 하나?,"[""5분만"",""전문 도움이 올 때까지 또는 환자가 회복할 때까지"",""1분"",""피곤하면 멈춘다""]",1,중단 없는 CPR이 생존율을 높입니다.,전문가가 올 때까지 또는 환자가 움직일 때까지 계속하세요.,보통,2
533,심혈관 응급,니트로글리세린은 언제 사용하나?,"[""모든 가슴 통증"",""협심증 진단을 받은 환자가 처방에 따라"",""예방으로"",""누구나 사용""]",1,니트로글리세린은 협심증 환자의 응급약입니다.,처방받은 환자가 가슴 통증 시 혀 밑에 넣어 사용합니다.,어려움,3
534,심혈관 응급,갑작스러운 한쪽 팔다리 마비는?,"[""휴식하면 낫는다"",""뇌졸중 의심 즉시 119 신고"",""마사지한다"",""무시해도 된다""]",1,뇌졸중의 대표 증상입니다.,갑자기 한쪽이 마비되면 뇌졸중이므로 즉시 119에 신고하세요.,쉬움,1
535,심혈관 응급,혈압이 갑자기 높을 때?,"[""운동한다"",""안정을 취하고 지속되면 병원에 간다"",""무시한다"",""술을 마신다""]",1,갑작스러운 고혈압은 위험합니다.,안정을 취하고 증상이 있거나 지속되면 병원에서 확인받으세요.,보통,2
536,심혈관 응급,AED 패드 부착 위치는?,"[""양쪽 겨드랑이"",""오른쪽 쇄골 아래와 왼쪽 옆구리"",""양쪽 다리"",""등에만""]",1,심장을 사이에 두는 위치가 중요합니다.,오른쪽 쇄골 아래와 왼쪽 젖꼭지 아래 옆구리에 붙이세요.,보통,2
537,심혈관 응급,당뇨 환자가 가슴 통증 없이 심장마비가 올 수 있나?,"[""불가능하다"",""신경 손상으로 무증상 심장마비가 가능하다"",""당뇨와 무관하다"",""가슴 통증은 항상 있다""]",1,당뇨병성 신경병증으로 통증을 못 느낄 수 있습니다.,당뇨 환자는 무증상 심장마비 가능성이 있어 정기 검진이 중요합니다.,어려움,3
538,심혈관 응급,실신(기절)했을 때?,"[""세게 때린다"",""다리를 올리고 기도를 확보하며 의식을 확인한다"",""물을 입에 붓는다"",""억지로 일으킨다""]",1,뇌로 가는 혈류를 늘려줍니다.,평평한 곳에 눕히고 다리를 올려주며 의식을 확인하세요.,쉬움,1
539,심혈관 응급,심장마비 골든타임은?,"[""24시간"",""증상 후 가능한 빨리 특히 1시간 이내"",""일주일"",""시간 무관""]",1,빠른 치료가 심장 근육을 살립니다.,증상 후 빨리 치료받을수록 심장 손상을 줄일 수 있습니다.,보통,2
540,심혈관 응급,CPR 교육을 받아야 하는 이유는?,"[""필요 없다"",""응급 상황에서 생명을 구할 수 있다"",""의료인 일이다"",""복잡해서 배울 수 없다""]",1,심정지 환자의 생존율을 높입니다.,CPR 교육을 받으면 가족이나 주변 사람의 생명을 구할 수 있습니다.,쉬움,1
541,동물·곤충·뱀 사고,수달이나 야생동물에게 물려도 광견병 예방이 필요한가?,"[""아니다"",""모든 포유류가 광견병을 옮길 수 있다"",""개만 옮긴다"",""야생동물은 안전하다""]",1,광견병은 모든 포유류가 전파할 수 있습니다.,개 고양이 외에도 박쥐 너구리 등 야생동물에게 물리면 예방 조치가 필요합니다.,보통,2
542,상처·지혈·골절,근육 파열이 의심될 때?,"[""운동을 계속한다"",""냉찜질하고 고정 후 병원에 간다"",""마사지한다"",""뜨거운 찜질을 한다""]",1,근육 파열은 적절한 치료가 필요합니다.,심한 통증 부기 멍이 있으면 냉찜질하고 움직이지 않게 하여 병원에 가세요.,보통,2
543,기도폐쇄·질식,이물질이 보일 때만 손가락으로 꺼내야 하는 이유는?,"[""이유가 없다"",""보이지 않는 이물을 밀어 넣을 수 있다"",""손가락이 크니까"",""항상 꺼내야 한다""]",1,맹목적 손가락 청소는 위험합니다.,이물질이 명확히 보일 때만 조심스럽게 꺼내고 안 보이면 압박법을 쓰세요.,보통,2
544,화학물질·중독,배터리 액을 삼켰을 때?,"[""물을 많이 마신다"",""부식성이므로 구토 유발 없이 즉시 응급실로"",""구토를 유발한다"",""우유를 마신다""]",1,배터리 액은 강한 산성입니다.,부식성 물질이므로 구토를 유발하지 말고 즉시 응급실로 가세요.,어려움,3
545,심혈관 응급,손발이 차갑고 파란색이면?,"[""정상이다"",""혈액 순환 문제일 수 있어 검사받는다"",""따뜻하게만 하면 된다"",""무시해도 된다""]",1,말초 혈액 순환 문제의 신호입니다.,지속적으로 손발이 차갑거나 색이 변하면 혈액 순환 검사를 받으세요.,보통,2
546,동물·곤충·뱀 사고,해외에서 동물에게 물리면?,"[""귀국 후 치료한다"",""현지에서 즉시 의료기관을 방문한다"",""기다린다"",""해외는 안전하다""]",1,광견병 예방은 빨리 시작해야 효과적입니다.,해외에서 동물에게 물리면 현지에서 즉시 의료 상담을 받으세요.,보통,2
547,상처·지혈·골절,출혈이 동맥에서 나면?,"[""천천히 흐른다"",""붉고 뿜어져 나오며 즉시 강하게 압박한다"",""저절로 멈춘다"",""정맥보다 안전하다""]",1,동맥 출혈은 생명을 위협합니다.,밝은 빨간색 피가 뿜어지면 동맥 출혈이니 강하게 압박하고 119에 신고하세요.,어려움,3
548,기도폐쇄·질식,기도폐쇄 후 회복된 사람도 병원에 가야 하나?,"[""괜찮으면 안 가도 된다"",""기도 손상 가능성이 있어 검사받는 것이 좋다"",""집에서 쉬면 된다"",""병원은 필요 없다""]",1,기도나 내부 손상이 있을 수 있습니다.,이물질이 빠져도 기도 손상이 있을 수 있으니 병원에서 확인받으세요.,보통,2
549,화학물질·중독,아세톤이 피부에 묻으면?,"[""그냥 둔다"",""물과 비누로 씻고 자극이 심하면 병원에 간다"",""문지른다"",""알코올로 씻는다""]",1,아세톤은 피부를 자극합니다.,물과 비누로 충분히 씻고 자극이나 손상이 있으면 병원에 가세요.,쉬움,1
550,심혈관 응급,가슴압박만 하는 CPR도 효과가 있나?,"[""없다"",""인공호흡이 어려우면 가슴압박만이라도 한다"",""인공호흡만 해야 한다"",""둘 다 안 해도 된다""]",1,가슴압박만으로도 생존율을 높입니다.,인공호흡이 어렵거나 꺼려지면 가슴압박만이라도 계속하세요.,쉬움,1
551,동물·곤충·뱀 사고,벼룩에 물리면?,"[""심각하다"",""가려움이 있고 청결과 냉찜질로 관리한다"",""병원에 바로 간다"",""벼룩은 물지 않는다""]",1,벼룩 물림은 대부분 경미합니다.,가려움이 심하면 긁지 말고 냉찜질하고 집안을 청결히 하세요.,쉬움,1
552,상처·지혈·골절,상처에 꿀을 바르면?,"[""항상 좋다"",""일부 연구에서 효과가 있으나 의료용을 사용해야 한다"",""감염을 일으킨다"",""모든 상처에 좋다""]",1,일반 꿀과 의료용 꿀은 다릅니다.,의료용 꿀은 항균 효과가 있지만 일반 꿀은 권장되지 않습니다.,어려움,3
553,기도폐쇄·질식,수면 중 무호흡으로 숨이 막히면?,"[""정상이다"",""수면 무호흡증일 수 있어 검사받는다"",""무시해도 된다"",""더 자면 낫는다""]",1,수면 무호흡증은 건강에 해롭습니다.,코골이와 무호흡이 반복되면 수면 검사를 받으세요.,보통,2
554,화학물질·중독,손소독제를 마신 아이는?,"[""알코올이라 괜찮다"",""알코올 중독 위험이 있어 병원에 연락한다"",""물을 먹인다"",""그냥 둔다""]",1,손소독제에는 독성 알코올이 포함될 수 있습니다.,손소독제를 마셨으면 양을 확인하고 병원이나 독성센터에 연락하세요.,보통,2
555,심혈관 응급,혈전이 다리에서 폐로 이동하면?,"[""안전하다"",""폐색전증으로 생명을 위협할 수 있다"",""저절로 녹는다"",""문제없다""]",1,폐색전증은 응급 상황입니다.,다리 혈전 후 갑작스러운 호흡곤란 가슴 통증이 있으면 즉시 응급실로 가세요.,어려움,3
556,동물·곤충·뱀 사고,바다뱀에 물리면?,"[""독이 없다"",""독이 있어 즉시 병원에 가야 한다"",""바다에서 씻으면 된다"",""육지 뱀보다 안전하다""]",1,바다뱀은 강한 독을 가지고 있습니다.,바다뱀에 물리면 움직임을 최소화하고 즉시 병원에 가세요.,어려움,3
557,상처·지혈·골절,스테이플러로 봉합한 상처 관리는?,"[""바로 뜯어낸다"",""깨끗하고 건조하게 유지하고 병원 지시를 따른다"",""매일 스테이플러를 움직인다"",""물에 담근다""]",1,스테이플러 봉합도 관리가 필요합니다.,깨끗하고 건조하게 유지하고 지정된 날짜에 병원에서 제거받으세요.,보통,2
558,기도폐쇄·질식,기도가 부분적으로 막혔는데 기침이 약할 때?,"[""기다린다"",""등 치기와 복부 압박을 시행한다"",""물을 마시게 한다"",""그냥 둔다""]",1,약한 기침은 완전 폐쇄로 진행될 수 있습니다.,기침이 약하거나 소리가 나지 않으면 응급 처치를 시행하세요.,보통,2
559,화학물질·중독,부동액을 마시면?,"[""달콤해서 안전하다"",""치명적이므로 즉시 응급실로 간다"",""물을 마시면 된다"",""독성이 없다""]",1,부동액은 달콤하지만 치명적입니다.,부동액을 마셨으면 즉시 응급실로 가세요.,어려움,3
560,심혈관 응급,심방세동의 위험성은?,"[""위험하지 않다"",""뇌졸중 위험을 높이므로 관리가 필요하다"",""저절로 낫는다"",""운동하면 없어진다""]",1,심방세동은 혈전 형성 위험을 높입니다.,불규칙한 심장 박동이 있으면 검사받고 처방대로 관리하세요.,어려움,3
561,동물·곤충·뱀 사고,거머리가 붙었을 때?,"[""불로 지진다"",""손톱으로 살살 떼어내거나 소금을 뿌린다"",""그냥 둔다"",""세게 당긴다""]",1,거머리는 강제로 떼면 입이 남을 수 있습니다.,손톱으로 살짝 밀거나 소금을 뿌려 떨어지게 하고 상처를 소독하세요.,보통,2
562,상처·지혈·골절,인대 손상과 근육 손상의 차이는?,"[""같다"",""인대는 뼈와 뼈 연결 근육은 근육 조직 손상"",""구분 불가능"",""인대 손상은 없다""]",1,손상 부위와 치료가 다릅니다.,관절 주변 통증은 인대 근육 부위 통증은 근육 손상일 수 있어 검사가 필요합니다.,보통,2
563,기도폐쇄·질식,기도폐쇄 환자가 임신 후기라면?,"[""복부 압박을 한다"",""가슴 압박을 시행한다"",""아무것도 못한다"",""등만 친다""]",1,임신 후기에는 복부 압박이 위험합니다.,임신 후기에는 등 치기와 가슴 압박을 시행하세요.,보통,2
564,화학물질·중독,드라이클리닝 용제에 노출되면?,"[""무해하다"",""환기하고 노출 증상이 있으면 병원에 간다"",""좋은 냄새다"",""흡입해도 된다""]",1,드라이클리닝 용제는 유기 용매입니다.,환기가 잘 되는 곳으로 이동하고 두통이나 어지러움이 있으면 병원에 가세요.,보통,2
565,심혈관 응급,다리가 갑자기 붓고 아프면?,"[""피곤해서다"",""심부정맥 혈전증일 수 있어 병원에 간다"",""마사지한다"",""운동한다""]",1,심부정맥 혈전증은 폐색전증의 원인입니다.,한쪽 다리가 갑자기 붓고 아프면 혈전 가능성이 있어 병원에서 확인받으세요.,보통,2
566,동물·곤충·뱀 사고,동물에게 물린 후 언제까지 광견병 접종이 가능한가?,"[""24시간 이내만"",""물린 후 가능한 빨리 하되 증상 전이면 효과적"",""일주일 후"",""접종은 효과없다""]",1,광견병은 발병 전 예방이 유일합니다.,물린 후 가능한 빨리 접종을 시작하세요.,어려움,3
567,상처·지혈·골절,아킬레스건 파열 시?,"[""걸어본다"",""발을 펴지 말고 고정하여 즉시 병원에 간다"",""마사지한다"",""저절로 낫는다""]",1,아킬레스건 파열은 수술이 필요할 수 있습니다.,뒤꿈치를 디딜 수 없고 뚝 소리가 났으면 고정하고 병원에 가세요.,어려움,3
568,기도폐쇄·질식,기도폐쇄로 의식을 잃으면 기도가 열릴 수 있나?,"[""열리지 않는다"",""근육이 이완되어 이물질이 빠질 수 있다"",""더 막힌다"",""의식과 무관하다""]",1,근육 이완으로 상황이 바뀔 수 있습니다.,의식을 잃으면 CPR을 하면서 구강 내를 확인하세요.,어려움,3
569,화학물질·중독,철 보충제를 아이가 많이 먹으면?,"[""건강에 좋다"",""철 중독은 위험하므로 즉시 병원에 연락"",""설사만 한다"",""무해하다""]",1,철 과다복용은 어린이에게 치명적일 수 있습니다.,철분제를 많이 먹었으면 즉시 병원이나 독성센터에 연락하세요.,보통,2
570,심혈관 응급,어린이 CPR에서 가슴압박 깊이는?,"[""성인과 같다"",""가슴 두께의 약 3분의 1 정도"",""2cm"",""최대한 깊이""]",1,어린이 체격에 맞는 압박이 필요합니다.,어린이는 가슴 두께의 약 3분의 1 정도로 압박하세요.,보통,2
571,동물·곤충·뱀 사고,쏘이거나 물린 후 알레르기 이력이 있으면?,"[""무시해도 된다"",""에피펜을 준비하고 병원에 빨리 간다"",""알레르기는 없어진다"",""다음에는 안전하다""]",1,알레르기 반응은 점점 심해질 수 있습니다.,알레르기 이력이 있으면 에피펜을 휴대하고 쏘이면 바로 병원에 가세요.,보통,2
572,상처·지혈·골절,손가락 끝이 잘렸을 때?,"[""버린다"",""젖은 거즈에 싸서 얼음물에 담가 가져간다"",""테이프로 붙인다"",""잘린 부분은 버린다""]",1,작은 부위도 재접합이 가능할 수 있습니다.,잘린 부위를 깨끗이 싸서 얼음물에 담가 함께 병원에 가세요.,보통,2
573,기도폐쇄·질식,땅콩 알레르기와 질식의 관계는?,"[""관계없다"",""알레르기 반응으로 기도가 부어 막힐 수 있다"",""땅콩은 안전하다"",""질식만 문제다""]",1,심한 알레르기는 기도 부종을 일으킵니다.,땅콩 알레르기가 있으면 기도 부종으로 질식할 수 있어 주의하세요.,보통,2
574,화학물질·중독,가스 누출 의심 시?,"[""불을 켜서 확인한다"",""환기하고 대피한 후 119에 신고한다"",""냄새를 맡아본다"",""가스를 더 튼다""]",1,불꽃은 폭발을 일으킬 수 있습니다.,가스 냄새가 나면 스위치를 만지지 말고 환기 후 대피해 119에 신고하세요.,쉬움,1
575,심혈관 응급,영아 CPR에서 압박 위치는?,"[""배꼽"",""젖꼭지 연결선 바로 아래 가슴 중앙"",""목"",""등""]",1,영아 CPR은 성인과 위치가 다릅니다.,두 손가락으로 젖꼭지 연결선 바로 아래 가슴 중앙을 압박하세요.,보통,2
576,동물·곤충·뱀 사고,산에서 멧돼지를 만나면?,"[""다가간다"",""눈을 마주치지 않고 천천히 뒤로 물러난다"",""소리를 지른다"",""도망친다""]",1,멧돼지는 놀라면 공격적이 됩니다.,눈을 마주치지 않고 등을 보이지 않으면서 천천히 뒤로 물러나세요.,쉬움,1
577,상처·지혈·골절,압박붕대는 얼마나 세게 감아야 하나?,"[""최대한 세게"",""손가락 두 개가 들어갈 정도"",""느슨하게"",""피가 안 통할 정도""]",1,너무 세면 혈액 순환을 막습니다.,손가락이 들어갈 정도로 감고 피부색과 감각을 확인하세요.,쉬움,1
578,기도폐쇄·질식,기도폐쇄 응급 처치 후 재발 예방은?,"[""예방할 수 없다"",""음식을 잘게 자르고 천천히 먹는 습관"",""빨리 먹는다"",""크게 먹는다""]",1,예방이 최선입니다.,음식을 잘게 자르고 천천히 씹어 삼키는 습관을 들이세요.,쉬움,1
579,화학물질·중독,페인트나 접착제 흡입의 위험은?,"[""무해하다"",""뇌 손상과 장기 손상을 일으킬 수 있다"",""기분이 좋아진다"",""안전하다""]",1,유기 용매 흡입은 매우 위험합니다.,페인트 접착제 등의 흡입은 심각한 건강 문제를 일으킵니다.,보통,2
580,심혈관 응급,말초동맥질환의 증상은?,"[""두통"",""걸을 때 다리 통증 다리 상처 치유 지연"",""복통"",""기침""]",1,다리로 가는 혈류가 줄어든 것입니다.,걸을 때 다리가 아프거나 상처가 잘 안 낫으면 검사받으세요.,보통,2
581,동물·곤충·뱀 사고,반려동물이 갑자기 공격적이면?,"[""때린다"",""광견병 등 질병 가능성이 있어 수의사와 상담"",""정상이다"",""무시한다""]",1,갑작스러운 행동 변화는 질병의 신호일 수 있습니다.,반려동물이 갑자기 공격적이면 광견병 등 질병 가능성을 확인하세요.,보통,2
582,상처·지혈·골절,낡은 녹슨 못에 찔리면?,"[""닦으면 된다"",""파상풍 위험이 있어 예방접종을 확인한다"",""파상풍은 없어졌다"",""녹은 해롭지 않다""]",1,녹슨 금속에는 파상풍균이 있을 수 있습니다.,깊은 상처와 더러운 금속에 찔리면 파상풍 예방접종을 확인하세요.,보통,2
583,기도폐쇄·질식,기도폐쇄 시 등을 치는 횟수는?,"[""1회"",""5회"",""20회"",""횟수 제한 없이""]",1,정해진 횟수를 시행합니다.,등 5회 치기와 복부 5회 밀어올리기를 교대로 시행하세요.,쉬움,1
584,화학물질·중독,수은 체온계가 깨지면?,"[""맨손으로 줍는다"",""환기하고 맨손으로 만지지 않으며 안전하게 수거"",""청소기로 청소한다"",""물로 씻어낸다""]",1,수은은 독성이 있어 주의가 필요합니다.,환기하고 장갑을 끼고 수거하며 청소기는 사용하지 마세요.,보통,2
