id,qnum,topic,prompt,choices,answer_index,hint,explanation,difficulty_label,difficulty_level,created_at,updated_at
8083bc5c-5f5d-49d2-b923-93ef9e1befb4,208,약물·의약품 안전,노인 환자가 여러 약물을 복용할 때 나타나는 '다약제 복용(Polypharmacy)'의 위험성으로 틀린 것은? (유형 2),"[""약물 상호작용 감소"",""낙상 위험 증가"",""인지 기능 저하"",""부작용 발생 확률 증가""]",0,약이 많아지면 서로 부딪힐 확률이 어떻게 될까요?,약물 개수가 늘어날수록 약물 간 상호작용의 위험은 기하급수적으로 증가합니다.,어려움,3,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
75aa0e9a-3d31-40ba-b6df-7de5570e34bd,209,감염병·위생,결핵 의심 환자의 객담(가래) 검사 채취 시기로 가장 적절한 것은? (유형 2),"[""아침 기상 직후 첫 가래"",""식사 직후"",""자기 전"",""운동 후""]",0,밤새 농축된 병원균이 가장 많은 시간대입니다.,밤새 기관지 내에 고인 아침 첫 가래가 결핵균 검출률이 가장 높습니다.,보통,2,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
14041932-a2ce-4b47-9147-c8b4e4b5ca6d,210,구강·눈·피부,화학 물질이 눈에 들어갔을 때 가장 우선적인 응급처치는? (유형 2),"[""즉시 흐르는 물로 15분 이상 세척"",""중화제 점안"",""눈을 비벼 물질 제거"",""안대를 하고 병원 이동""]",0,희석과 제거가 최우선입니다.,화학 화상은 즉시 다량의 흐르는 물이나 생리식염수로 15~20분 이상 세척하여 물질을 씻어내는 것이 시력 보존에 결정적입니다.,어려움,3,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
de626c9d-8d7b-49c6-b9b7-699f65940e94,211,정신건강·생활습관,수면 무호흡증이 장기화될 경우 발생할 수 있는 합병증으로 거리가 먼 것은? (유형 2),"[""저혈압"",""고혈압"",""뇌졸중"",""심근경색""]",0,산소 부족은 교감신경을 항진시켜 혈관에 압력을 줍니다.,"수면 무호흡증은 교감신경 항진으로 혈압을 높여 고혈압, 심뇌혈관 질환의 위험을 증가시킵니다. 저혈압과는 거리가 멉니다.",보통,2,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
a22bc620-2e92-4fa5-b0e9-501a3ef9c388,212,민간요법·오해,벌에 쏘였을 때 된장을 바르는 민간요법이 위험한 주된 이유는? (유형 2),"[""2차 세균 감염 위험"",""벌독의 흡수 촉진"",""통증 악화"",""알레르기 반응 감소""]",0,된장은 멸균된 약품이 아닙니다.,된장 등을 바르면 상처 부위를 통해 파상풍균 등 세균에 의한 2차 감염이 발생할 수 있어 매우 위험합니다.,어려움,3,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
3a46465c-77d0-4a75-8704-589324b1bf88,213,생활 응급,심정지 환자 발생 시 자동심장충격기(AED) 패드 부착 위치로 올바른 것은? (성인 기준) (유형 3),"[""오른쪽 쇄골 아래와 왼쪽 젖꼭지 아래 겨드랑이 선"",""왼쪽 쇄골 아래와 오른쪽 젖꼭지 아래"",""가슴 중앙과 등 중앙"",""배꼽 위와 명치""]",0,심장의 전기 흐름(우상 -> 좌하)을 생각해보세요.,패드는 우측 쇄골 아래와 좌측 유두 아래 겨드랑이 선에 부착하여 심장에 전류가 대각선으로 흐르도록 해야 합니다.,보통,2,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
10476883-a297-4354-adbb-3a58be2e5003,214,약물·의약품 안전,노인 환자가 여러 약물을 복용할 때 나타나는 '다약제 복용(Polypharmacy)'의 위험성으로 틀린 것은? (유형 3),"[""약물 상호작용 감소"",""낙상 위험 증가"",""인지 기능 저하"",""부작용 발생 확률 증가""]",0,약이 많아지면 서로 부딪힐 확률이 어떻게 될까요?,약물 개수가 늘어날수록 약물 간 상호작용의 위험은 기하급수적으로 증가합니다.,어려움,3,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
b12c30bb-60a4-4a58-a273-d9eea449d638,215,감염병·위생,결핵 의심 환자의 객담(가래) 검사 채취 시기로 가장 적절한 것은? (유형 3),"[""아침 기상 직후 첫 가래"",""식사 직후"",""자기 전"",""운동 후""]",0,밤새 농축된 병원균이 가장 많은 시간대입니다.,밤새 기관지 내에 고인 아침 첫 가래가 결핵균 검출률이 가장 높습니다.,보통,2,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
47fdfe8b-89f3-4d1c-9a62-1d3ffbcc8569,216,구강·눈·피부,화학 물질이 눈에 들어갔을 때 가장 우선적인 응급처치는? (유형 3),"[""즉시 흐르는 물로 15분 이상 세척"",""중화제 점안"",""눈을 비벼 물질 제거"",""안대를 하고 병원 이동""]",0,희석과 제거가 최우선입니다.,화학 화상은 즉시 다량의 흐르는 물이나 생리식염수로 15~20분 이상 세척하여 물질을 씻어내는 것이 시력 보존에 결정적입니다.,어려움,3,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
b1a2fa28-c2c7-40d1-9f6c-1fc4a0693b7a,217,정신건강·생활습관,수면 무호흡증이 장기화될 경우 발생할 수 있는 합병증으로 거리가 먼 것은? (유형 3),"[""저혈압"",""고혈압"",""뇌졸중"",""심근경색""]",0,산소 부족은 교감신경을 항진시켜 혈관에 압력을 줍니다.,"수면 무호흡증은 교감신경 항진으로 혈압을 높여 고혈압, 심뇌혈관 질환의 위험을 증가시킵니다. 저혈압과는 거리가 멉니다.",보통,2,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
15f62836-3d8c-42f3-83d3-daf29e36b22f,218,민간요법·오해,벌에 쏘였을 때 된장을 바르는 민간요법이 위험한 주된 이유는? (유형 3),"[""2차 세균 감염 위험"",""벌독의 흡수 촉진"",""통증 악화"",""알레르기 반응 감소""]",0,된장은 멸균된 약품이 아닙니다.,된장 등을 바르면 상처 부위를 통해 파상풍균 등 세균에 의한 2차 감염이 발생할 수 있어 매우 위험합니다.,어려움,3,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
ec529574-a17d-469e-9484-5242495c960c,219,생활 응급,심정지 환자 발생 시 자동심장충격기(AED) 패드 부착 위치로 올바른 것은? (성인 기준) (유형 4),"[""오른쪽 쇄골 아래와 왼쪽 젖꼭지 아래 겨드랑이 선"",""왼쪽 쇄골 아래와 오른쪽 젖꼭지 아래"",""가슴 중앙과 등 중앙"",""배꼽 위와 명치""]",0,심장의 전기 흐름(우상 -> 좌하)을 생각해보세요.,패드는 우측 쇄골 아래와 좌측 유두 아래 겨드랑이 선에 부착하여 심장에 전류가 대각선으로 흐르도록 해야 합니다.,보통,2,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
a661e904-77cd-4106-ad15-01bb223ac83a,220,약물·의약품 안전,노인 환자가 여러 약물을 복용할 때 나타나는 '다약제 복용(Polypharmacy)'의 위험성으로 틀린 것은? (유형 4),"[""약물 상호작용 감소"",""낙상 위험 증가"",""인지 기능 저하"",""부작용 발생 확률 증가""]",0,약이 많아지면 서로 부딪힐 확률이 어떻게 될까요?,약물 개수가 늘어날수록 약물 간 상호작용의 위험은 기하급수적으로 증가합니다.,어려움,3,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
b886fd64-b82a-45c0-8b7c-0d751acd8916,221,감염병·위생,결핵 의심 환자의 객담(가래) 검사 채취 시기로 가장 적절한 것은? (유형 4),"[""아침 기상 직후 첫 가래"",""식사 직후"",""자기 전"",""운동 후""]",0,밤새 농축된 병원균이 가장 많은 시간대입니다.,밤새 기관지 내에 고인 아침 첫 가래가 결핵균 검출률이 가장 높습니다.,보통,2,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
c3ab485d-6c52-40d8-9ddc-01fee94c673e,222,구강·눈·피부,화학 물질이 눈에 들어갔을 때 가장 우선적인 응급처치는? (유형 4),"[""즉시 흐르는 물로 15분 이상 세척"",""중화제 점안"",""눈을 비벼 물질 제거"",""안대를 하고 병원 이동""]",0,희석과 제거가 최우선입니다.,화학 화상은 즉시 다량의 흐르는 물이나 생리식염수로 15~20분 이상 세척하여 물질을 씻어내는 것이 시력 보존에 결정적입니다.,어려움,3,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
e2b4df1d-5bc0-4891-a2ee-9322d065876d,223,정신건강·생활습관,수면 무호흡증이 장기화될 경우 발생할 수 있는 합병증으로 거리가 먼 것은? (유형 4),"[""저혈압"",""고혈압"",""뇌졸중"",""심근경색""]",0,산소 부족은 교감신경을 항진시켜 혈관에 압력을 줍니다.,"수면 무호흡증은 교감신경 항진으로 혈압을 높여 고혈압, 심뇌혈관 질환의 위험을 증가시킵니다. 저혈압과는 거리가 멉니다.",보통,2,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
4344dfd4-61fb-463d-ab4f-c6674070ab27,224,민간요법·오해,벌에 쏘였을 때 된장을 바르는 민간요법이 위험한 주된 이유는? (유형 4),"[""2차 세균 감염 위험"",""벌독의 흡수 촉진"",""통증 악화"",""알레르기 반응 감소""]",0,된장은 멸균된 약품이 아닙니다.,된장 등을 바르면 상처 부위를 통해 파상풍균 등 세균에 의한 2차 감염이 발생할 수 있어 매우 위험합니다.,어려움,3,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
fc92e363-5502-4dbe-b25b-0b3036c78480,225,생활 응급,심정지 환자 발생 시 자동심장충격기(AED) 패드 부착 위치로 올바른 것은? (성인 기준) (유형 5),"[""오른쪽 쇄골 아래와 왼쪽 젖꼭지 아래 겨드랑이 선"",""왼쪽 쇄골 아래와 오른쪽 젖꼭지 아래"",""가슴 중앙과 등 중앙"",""배꼽 위와 명치""]",0,심장의 전기 흐름(우상 -> 좌하)을 생각해보세요.,패드는 우측 쇄골 아래와 좌측 유두 아래 겨드랑이 선에 부착하여 심장에 전류가 대각선으로 흐르도록 해야 합니다.,보통,2,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
98694831-094c-4fcc-adbd-81eaa92fec7e,226,약물·의약품 안전,노인 환자가 여러 약물을 복용할 때 나타나는 '다약제 복용(Polypharmacy)'의 위험성으로 틀린 것은? (유형 5),"[""약물 상호작용 감소"",""낙상 위험 증가"",""인지 기능 저하"",""부작용 발생 확률 증가""]",0,약이 많아지면 서로 부딪힐 확률이 어떻게 될까요?,약물 개수가 늘어날수록 약물 간 상호작용의 위험은 기하급수적으로 증가합니다.,어려움,3,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
33306b77-a77e-4933-90d6-afefb5712045,227,감염병·위생,결핵 의심 환자의 객담(가래) 검사 채취 시기로 가장 적절한 것은? (유형 5),"[""아침 기상 직후 첫 가래"",""식사 직후"",""자기 전"",""운동 후""]",0,밤새 농축된 병원균이 가장 많은 시간대입니다.,밤새 기관지 내에 고인 아침 첫 가래가 결핵균 검출률이 가장 높습니다.,보통,2,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
2c579333-2abb-4273-9be7-aedc337133fe,228,구강·눈·피부,화학 물질이 눈에 들어갔을 때 가장 우선적인 응급처치는? (유형 5),"[""즉시 흐르는 물로 15분 이상 세척"",""중화제 점안"",""눈을 비벼 물질 제거"",""안대를 하고 병원 이동""]",0,희석과 제거가 최우선입니다.,화학 화상은 즉시 다량의 흐르는 물이나 생리식염수로 15~20분 이상 세척하여 물질을 씻어내는 것이 시력 보존에 결정적입니다.,어려움,3,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
9b36480d-5d2a-4818-ad78-a9bfe8896046,229,정신건강·생활습관,수면 무호흡증이 장기화될 경우 발생할 수 있는 합병증으로 거리가 먼 것은? (유형 5),"[""저혈압"",""고혈압"",""뇌졸중"",""심근경색""]",0,산소 부족은 교감신경을 항진시켜 혈관에 압력을 줍니다.,"수면 무호흡증은 교감신경 항진으로 혈압을 높여 고혈압, 심뇌혈관 질환의 위험을 증가시킵니다. 저혈압과는 거리가 멉니다.",보통,2,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
9ffb8cae-9103-4314-a943-8922fa36db8a,230,민간요법·오해,벌에 쏘였을 때 된장을 바르는 민간요법이 위험한 주된 이유는? (유형 5),"[""2차 세균 감염 위험"",""벌독의 흡수 촉진"",""통증 악화"",""알레르기 반응 감소""]",0,된장은 멸균된 약품이 아닙니다.,된장 등을 바르면 상처 부위를 통해 파상풍균 등 세균에 의한 2차 감염이 발생할 수 있어 매우 위험합니다.,어려움,3,2025-12-02T08:41:47.265Z,2025-12-02T08:41:47.265Z
4fdb4343-c9f1-4498-93fa-2079416812df,231,생활 응급,심정지 환자 발생 시 자동심장충격기(AED) 패드 부착 위치로 올바른 것은? (성인 기준) (유형 6),"[""오른쪽 쇄골 아래와 왼쪽 젖꼭지 아래 겨드랑이 선"",""왼쪽 쇄골 아래와 오른쪽 젖꼭지 아래"",""가슴 중앙과 등 중앙"",""배꼽 위와 명치""]",0,심장의 전기 흐름(우상 -> 좌하)을 생각해보세요.,패드는 우측 쇄골 아래와 좌측 유두 아래 겨드랑이 선에 부착하여 심장에 전류가 대각선으로 흐르도록 해야 합니다.,보통,2,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
fc8a23f9-f292-4b1f-ab56-42ba5f884285,232,약물·의약품 안전,노인 환자가 여러 약물을 복용할 때 나타나는 '다약제 복용(Polypharmacy)'의 위험성으로 틀린 것은? (유형 6),"[""약물 상호작용 감소"",""낙상 위험 증가"",""인지 기능 저하"",""부작용 발생 확률 증가""]",0,약이 많아지면 서로 부딪힐 확률이 어떻게 될까요?,약물 개수가 늘어날수록 약물 간 상호작용의 위험은 기하급수적으로 증가합니다.,어려움,3,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
7bd2ec2a-c00c-4cd6-b1c3-0db03bc3ba73,233,감염병·위생,결핵 의심 환자의 객담(가래) 검사 채취 시기로 가장 적절한 것은? (유형 6),"[""아침 기상 직후 첫 가래"",""식사 직후"",""자기 전"",""운동 후""]",0,밤새 농축된 병원균이 가장 많은 시간대입니다.,밤새 기관지 내에 고인 아침 첫 가래가 결핵균 검출률이 가장 높습니다.,보통,2,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
961b9e9e-ef9e-45d2-93ad-1fa6ddea18db,234,구강·눈·피부,화학 물질이 눈에 들어갔을 때 가장 우선적인 응급처치는? (유형 6),"[""즉시 흐르는 물로 15분 이상 세척"",""중화제 점안"",""눈을 비벼 물질 제거"",""안대를 하고 병원 이동""]",0,희석과 제거가 최우선입니다.,화학 화상은 즉시 다량의 흐르는 물이나 생리식염수로 15~20분 이상 세척하여 물질을 씻어내는 것이 시력 보존에 결정적입니다.,어려움,3,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
687e06c9-4a10-4198-95c4-1ece36fb6d32,235,정신건강·생활습관,수면 무호흡증이 장기화될 경우 발생할 수 있는 합병증으로 거리가 먼 것은? (유형 6),"[""저혈압"",""고혈압"",""뇌졸중"",""심근경색""]",0,산소 부족은 교감신경을 항진시켜 혈관에 압력을 줍니다.,"수면 무호흡증은 교감신경 항진으로 혈압을 높여 고혈압, 심뇌혈관 질환의 위험을 증가시킵니다. 저혈압과는 거리가 멉니다.",보통,2,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
93a85267-857a-49e5-b1db-7ed4380e6c61,236,민간요법·오해,벌에 쏘였을 때 된장을 바르는 민간요법이 위험한 주된 이유는? (유형 6),"[""2차 세균 감염 위험"",""벌독의 흡수 촉진"",""통증 악화"",""알레르기 반응 감소""]",0,된장은 멸균된 약품이 아닙니다.,된장 등을 바르면 상처 부위를 통해 파상풍균 등 세균에 의한 2차 감염이 발생할 수 있어 매우 위험합니다.,어려움,3,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
ee654569-ca4f-4b47-9a28-cb601360232a,237,생활 응급,심정지 환자 발생 시 자동심장충격기(AED) 패드 부착 위치로 올바른 것은? (성인 기준) (유형 7),"[""오른쪽 쇄골 아래와 왼쪽 젖꼭지 아래 겨드랑이 선"",""왼쪽 쇄골 아래와 오른쪽 젖꼭지 아래"",""가슴 중앙과 등 중앙"",""배꼽 위와 명치""]",0,심장의 전기 흐름(우상 -> 좌하)을 생각해보세요.,패드는 우측 쇄골 아래와 좌측 유두 아래 겨드랑이 선에 부착하여 심장에 전류가 대각선으로 흐르도록 해야 합니다.,보통,2,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
cf391539-c4e7-40a6-99d8-8c8f8114f690,238,약물·의약품 안전,노인 환자가 여러 약물을 복용할 때 나타나는 '다약제 복용(Polypharmacy)'의 위험성으로 틀린 것은? (유형 7),"[""약물 상호작용 감소"",""낙상 위험 증가"",""인지 기능 저하"",""부작용 발생 확률 증가""]",0,약이 많아지면 서로 부딪힐 확률이 어떻게 될까요?,약물 개수가 늘어날수록 약물 간 상호작용의 위험은 기하급수적으로 증가합니다.,어려움,3,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
a5075668-e0ce-4b44-953c-7eec00350828,239,감염병·위생,결핵 의심 환자의 객담(가래) 검사 채취 시기로 가장 적절한 것은? (유형 7),"[""아침 기상 직후 첫 가래"",""식사 직후"",""자기 전"",""운동 후""]",0,밤새 농축된 병원균이 가장 많은 시간대입니다.,밤새 기관지 내에 고인 아침 첫 가래가 결핵균 검출률이 가장 높습니다.,보통,2,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
90129115-60b5-47fe-89e1-53371254a4f0,240,구강·눈·피부,화학 물질이 눈에 들어갔을 때 가장 우선적인 응급처치는? (유형 7),"[""즉시 흐르는 물로 15분 이상 세척"",""중화제 점안"",""눈을 비벼 물질 제거"",""안대를 하고 병원 이동""]",0,희석과 제거가 최우선입니다.,화학 화상은 즉시 다량의 흐르는 물이나 생리식염수로 15~20분 이상 세척하여 물질을 씻어내는 것이 시력 보존에 결정적입니다.,어려움,3,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
d2992621-b1b3-437c-9e88-19aadcc9bc65,241,정신건강·생활습관,수면 무호흡증이 장기화될 경우 발생할 수 있는 합병증으로 거리가 먼 것은? (유형 7),"[""저혈압"",""고혈압"",""뇌졸중"",""심근경색""]",0,산소 부족은 교감신경을 항진시켜 혈관에 압력을 줍니다.,"수면 무호흡증은 교감신경 항진으로 혈압을 높여 고혈압, 심뇌혈관 질환의 위험을 증가시킵니다. 저혈압과는 거리가 멉니다.",보통,2,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
0185084a-28cc-438c-8411-4b697d983d28,242,민간요법·오해,벌에 쏘였을 때 된장을 바르는 민간요법이 위험한 주된 이유는? (유형 7),"[""2차 세균 감염 위험"",""벌독의 흡수 촉진"",""통증 악화"",""알레르기 반응 감소""]",0,된장은 멸균된 약품이 아닙니다.,된장 등을 바르면 상처 부위를 통해 파상풍균 등 세균에 의한 2차 감염이 발생할 수 있어 매우 위험합니다.,어려움,3,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
29f39677-04ca-477e-83b5-00c38f020815,243,생활 응급,심정지 환자 발생 시 자동심장충격기(AED) 패드 부착 위치로 올바른 것은? (성인 기준) (유형 8),"[""오른쪽 쇄골 아래와 왼쪽 젖꼭지 아래 겨드랑이 선"",""왼쪽 쇄골 아래와 오른쪽 젖꼭지 아래"",""가슴 중앙과 등 중앙"",""배꼽 위와 명치""]",0,심장의 전기 흐름(우상 -> 좌하)을 생각해보세요.,패드는 우측 쇄골 아래와 좌측 유두 아래 겨드랑이 선에 부착하여 심장에 전류가 대각선으로 흐르도록 해야 합니다.,보통,2,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
a4ad6ba1-7277-40cb-994e-82baf3ba1082,244,약물·의약품 안전,노인 환자가 여러 약물을 복용할 때 나타나는 '다약제 복용(Polypharmacy)'의 위험성으로 틀린 것은? (유형 8),"[""약물 상호작용 감소"",""낙상 위험 증가"",""인지 기능 저하"",""부작용 발생 확률 증가""]",0,약이 많아지면 서로 부딪힐 확률이 어떻게 될까요?,약물 개수가 늘어날수록 약물 간 상호작용의 위험은 기하급수적으로 증가합니다.,어려움,3,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
0978e57a-3685-450a-bcec-5347a9691da4,245,감염병·위생,결핵 의심 환자의 객담(가래) 검사 채취 시기로 가장 적절한 것은? (유형 8),"[""아침 기상 직후 첫 가래"",""식사 직후"",""자기 전"",""운동 후""]",0,밤새 농축된 병원균이 가장 많은 시간대입니다.,밤새 기관지 내에 고인 아침 첫 가래가 결핵균 검출률이 가장 높습니다.,보통,2,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
77cc09ba-209c-4740-b877-e3aa08fc584d,246,구강·눈·피부,화학 물질이 눈에 들어갔을 때 가장 우선적인 응급처치는? (유형 8),"[""즉시 흐르는 물로 15분 이상 세척"",""중화제 점안"",""눈을 비벼 물질 제거"",""안대를 하고 병원 이동""]",0,희석과 제거가 최우선입니다.,화학 화상은 즉시 다량의 흐르는 물이나 생리식염수로 15~20분 이상 세척하여 물질을 씻어내는 것이 시력 보존에 결정적입니다.,어려움,3,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
ba513015-a321-4b88-97fa-ea2adb89711f,247,정신건강·생활습관,수면 무호흡증이 장기화될 경우 발생할 수 있는 합병증으로 거리가 먼 것은? (유형 8),"[""저혈압"",""고혈압"",""뇌졸중"",""심근경색""]",0,산소 부족은 교감신경을 항진시켜 혈관에 압력을 줍니다.,"수면 무호흡증은 교감신경 항진으로 혈압을 높여 고혈압, 심뇌혈관 질환의 위험을 증가시킵니다. 저혈압과는 거리가 멉니다.",보통,2,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
e603e690-f525-4caf-837e-7963d6e9cb4a,248,민간요법·오해,벌에 쏘였을 때 된장을 바르는 민간요법이 위험한 주된 이유는? (유형 8),"[""2차 세균 감염 위험"",""벌독의 흡수 촉진"",""통증 악화"",""알레르기 반응 감소""]",0,된장은 멸균된 약품이 아닙니다.,된장 등을 바르면 상처 부위를 통해 파상풍균 등 세균에 의한 2차 감염이 발생할 수 있어 매우 위험합니다.,어려움,3,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
4c012d7b-14fb-4170-a564-7726a264afff,249,생활 응급,심정지 환자 발생 시 자동심장충격기(AED) 패드 부착 위치로 올바른 것은? (성인 기준) (유형 9),"[""오른쪽 쇄골 아래와 왼쪽 젖꼭지 아래 겨드랑이 선"",""왼쪽 쇄골 아래와 오른쪽 젖꼭지 아래"",""가슴 중앙과 등 중앙"",""배꼽 위와 명치""]",0,심장의 전기 흐름(우상 -> 좌하)을 생각해보세요.,패드는 우측 쇄골 아래와 좌측 유두 아래 겨드랑이 선에 부착하여 심장에 전류가 대각선으로 흐르도록 해야 합니다.,보통,2,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
ea2468db-88dd-4fa1-822b-f8af2b93aa61,250,약물·의약품 안전,노인 환자가 여러 약물을 복용할 때 나타나는 '다약제 복용(Polypharmacy)'의 위험성으로 틀린 것은? (유형 9),"[""약물 상호작용 감소"",""낙상 위험 증가"",""인지 기능 저하"",""부작용 발생 확률 증가""]",0,약이 많아지면 서로 부딪힐 확률이 어떻게 될까요?,약물 개수가 늘어날수록 약물 간 상호작용의 위험은 기하급수적으로 증가합니다.,어려움,3,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
ef58372d-872b-43b0-a8a2-0095c39c1bbd,251,감염병·위생,결핵 의심 환자의 객담(가래) 검사 채취 시기로 가장 적절한 것은? (유형 9),"[""아침 기상 직후 첫 가래"",""식사 직후"",""자기 전"",""운동 후""]",0,밤새 농축된 병원균이 가장 많은 시간대입니다.,밤새 기관지 내에 고인 아침 첫 가래가 결핵균 검출률이 가장 높습니다.,보통,2,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
0ae46d12-5935-4177-a749-af09bfaed0b6,252,구강·눈·피부,화학 물질이 눈에 들어갔을 때 가장 우선적인 응급처치는? (유형 9),"[""즉시 흐르는 물로 15분 이상 세척"",""중화제 점안"",""눈을 비벼 물질 제거"",""안대를 하고 병원 이동""]",0,희석과 제거가 최우선입니다.,화학 화상은 즉시 다량의 흐르는 물이나 생리식염수로 15~20분 이상 세척하여 물질을 씻어내는 것이 시력 보존에 결정적입니다.,어려움,3,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
e0fa754a-264a-4991-b5db-5937cb1d1a1a,253,정신건강·생활습관,수면 무호흡증이 장기화될 경우 발생할 수 있는 합병증으로 거리가 먼 것은? (유형 9),"[""저혈압"",""고혈압"",""뇌졸중"",""심근경색""]",0,산소 부족은 교감신경을 항진시켜 혈관에 압력을 줍니다.,"수면 무호흡증은 교감신경 항진으로 혈압을 높여 고혈압, 심뇌혈관 질환의 위험을 증가시킵니다. 저혈압과는 거리가 멉니다.",보통,2,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
36b7373e-c950-494b-ba86-e551d3f23bc7,254,민간요법·오해,벌에 쏘였을 때 된장을 바르는 민간요법이 위험한 주된 이유는? (유형 9),"[""2차 세균 감염 위험"",""벌독의 흡수 촉진"",""통증 악화"",""알레르기 반응 감소""]",0,된장은 멸균된 약품이 아닙니다.,된장 등을 바르면 상처 부위를 통해 파상풍균 등 세균에 의한 2차 감염이 발생할 수 있어 매우 위험합니다.,어려움,3,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
7930de05-a766-4261-93da-186cc400d595,255,생활 응급,심정지 환자 발생 시 자동심장충격기(AED) 패드 부착 위치로 올바른 것은? (성인 기준) (유형 10),"[""오른쪽 쇄골 아래와 왼쪽 젖꼭지 아래 겨드랑이 선"",""왼쪽 쇄골 아래와 오른쪽 젖꼭지 아래"",""가슴 중앙과 등 중앙"",""배꼽 위와 명치""]",0,심장의 전기 흐름(우상 -> 좌하)을 생각해보세요.,패드는 우측 쇄골 아래와 좌측 유두 아래 겨드랑이 선에 부착하여 심장에 전류가 대각선으로 흐르도록 해야 합니다.,보통,2,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
c0653280-69c6-4b44-b996-fc27e865a2e5,256,약물·의약품 안전,노인 환자가 여러 약물을 복용할 때 나타나는 '다약제 복용(Polypharmacy)'의 위험성으로 틀린 것은? (유형 10),"[""약물 상호작용 감소"",""낙상 위험 증가"",""인지 기능 저하"",""부작용 발생 확률 증가""]",0,약이 많아지면 서로 부딪힐 확률이 어떻게 될까요?,약물 개수가 늘어날수록 약물 간 상호작용의 위험은 기하급수적으로 증가합니다.,어려움,3,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
59b6c2ca-39a5-4db4-b574-1b00176afb31,257,감염병·위생,결핵 의심 환자의 객담(가래) 검사 채취 시기로 가장 적절한 것은? (유형 10),"[""아침 기상 직후 첫 가래"",""식사 직후"",""자기 전"",""운동 후""]",0,밤새 농축된 병원균이 가장 많은 시간대입니다.,밤새 기관지 내에 고인 아침 첫 가래가 결핵균 검출률이 가장 높습니다.,보통,2,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
971273cb-a666-4fda-89c6-36361601a73f,258,구강·눈·피부,화학 물질이 눈에 들어갔을 때 가장 우선적인 응급처치는? (유형 10),"[""즉시 흐르는 물로 15분 이상 세척"",""중화제 점안"",""눈을 비벼 물질 제거"",""안대를 하고 병원 이동""]",0,희석과 제거가 최우선입니다.,화학 화상은 즉시 다량의 흐르는 물이나 생리식염수로 15~20분 이상 세척하여 물질을 씻어내는 것이 시력 보존에 결정적입니다.,어려움,3,2025-12-02T08:41:47.266Z,2025-12-02T08:41:47.266Z
